id,name,now_cost,position,team,expected_assists_per_90,goals_conceded_per_90,points_per_game_rank_type,expected_goals,now_cost_rank,web_name,yellow_cards,transfers_in,selected_by_percent,starts,creativity,cost_change_start_fall,bps,penalties_saved,assists,minutes,penalties_order,ict_index_rank,points_per_game,expected_goals_per_90,ep_this,ep_next,bonus,ict_index,cost_change_event,expected_goals_conceded_per_90,region,total_points,selected_rank,dreamteam_count,form_rank,expected_assists,expected_goal_involvements_per_90,event_points,team_join_date,form_rank_type,influence_rank,saves_per_90,ict_index_rank_type,creativity_rank_type,starts_per_90,threat_rank_type,creativity_rank,transfers_out,value_season,influence_rank_type,chance_of_playing_this_round,can_select,chance_of_playing_next_round,expected_goal_involvements,clean_sheets_per_90,threat,selected_rank_type,penalties_missed,value_form,cost_change_start,in_dreamteam,news,direct_freekicks_order,news_added,goals_scored,threat_rank,red_cards,goals_conceded,corners_and_indirect_freekicks_order,cost_change_event_fall,influence,clean_sheets,own_goals,points_per_game_rank,transfers_in_event,saves,transfers_out_event,status,now_cost_rank_type,form,expected_goals_conceded
653,Felipe Rodrigues da Silva,45,DEF,Nott'm Forest,0.0,0.25,87,0.00,408,Morato,0,7678,0.1,2,3.3,0,92,0,0,362,,359,2.0,0.0,3.0,3.0,2,10.8,0,1.0,30.0,24,463,0,96,0.01,0.0,8,2024-08-30,26,291,0.0,120,147,0.5,232,419,3147,5.3,109,,True,,0.01,0.5,0.0,166,0,0.7,0,False,,,,0,599,0,1,,0,104.0,2,0,261,3470,0,604,a,80,3.0,4.03
706,Zach Abbott,40,DEF,Nott'm Forest,0.0,0.0,203,0.00,664,Abbott,0,357,0.0,0,0.0,0,0,0,0,0,,547,0.0,0.0,1.2,1.2,0,0.0,0,0.0,241.0,0,678,0,484,0.00,0.0,0,2022-08-22,183,547,0.0,203,201,0.0,190,528,44,0.0,203,,True,,0.00,0.0,0.0,234,0,0.0,0,False,,,,0,495,0,0,,0,0.0,0,0,554,357,0,44,a,204,0.0,0.00
14,Aaron Ramsdale,44,GKP,Southampton,0.0,1.83,13,0.00,495,Ramsdale,1,278692,1.4,12,0.0,1,156,0,0,1080,,229,3.4,0.0,2.0,2.0,5,36.0,0,2.1,241.0,41,179,2,130,0.02,0.0,3,2024-08-30,13,60,4.17,15,61,1.0,53,570,252911,9.3,15,100.0,True,100.0,0.02,0.17,0.0,25,0,0.6,-1,False,,,2024-11-12T14:30:07.315514Z,0,549,0,22,,0,359.2,2,0,86,7698,50,6324,a,20,2.5,25.21
27,Cameron Archer,50,FWD,Southampton,0.04,1.67,30,4.38,214,Archer,0,499699,1.9,9,40.6,0,97,0,0,914,2.0,215,2.1,0.43,0.7,0.7,4,39.2,0,2.34,241.0,37,149,1,252,0.37,0.47,1,2024-08-16,28,310,0.0,28,33,0.89,21,300,450714,7.4,29,,True,,4.75,0.1,262.0,25,1,0.2,0,False,,,,2,58,0,17,,0,90.4,1,0,246,7766,0,20861,a,47,1.2,23.77
188,Lesley Ugochukwu,45,MID,Southampton,0.03,2.46,195,0.28,429,Ugochukwu,2,45462,0.2,3,60.5,0,36,0,0,366,,348,1.0,0.07,0.0,0.0,0,12.5,0,2.19,73.0,9,332,0,332,0.12,0.1,1,2024-08-16,166,368,0.0,170,165,0.74,179,264,56662,2.0,171,100.0,True,100.0,0.40,0.0,18.0,105,0,0.1,0,False,,,2024-11-30T01:00:07.716140Z,0,331,0,10,,0,47.2,0,0,426,290,0,878,a,261,0.5,8.91
397,Ryan Fraser,48,MID,Southampton,0.03,3.59,225,0.02,288,Fraser,0,2169,0.0,4,26.5,2,28,0,0,301,,389,0.9,0.01,-0.2,-0.2,0,6.7,0,3.03,243.0,6,578,0,359,0.10,0.04,0,2024-08-30,174,384,0.0,192,188,1.2,184,333,4259,1.2,178,100.0,True,100.0,0.12,0.0,13.0,238,0,0.1,-2,False,,,2024-11-01T16:30:08.020367Z,0,347,1,12,,0,35.8,0,0,467,29,0,60,a,188,0.3,10.12
450,Carlos Alcaraz Durán,49,MID,Southampton,0.3,0.0,213,0.07,279,Alcaraz,0,1072,0.0,0,15.9,1,4,0,0,9,,418,1.0,0.7,0.0,0.0,0,4.3,0,0.0,,1,603,0,663,0.03,1.0,0,,292,446,0.0,200,202,0.0,178,368,9998,0.2,212,0.0,False,0.0,0.10,0.0,19.0,257,0,0.0,-1,False,Permanent transfer to Flamengo,,2024-08-30T09:48:28.633540Z,0,329,0,0,,0,8.4,0,0,449,0,0,19,u,182,0.0,0.00
451,Samuel Amo-Ameyaw,44,MID,Southampton,0.45,0.0,231,0.02,515,Amo-Ameyaw,1,22395,0.1,0,16.1,1,1,0,0,26,,435,0.5,0.07,-0.5,-0.5,0,2.6,0,3.84,241.0,1,427,0,538,0.13,0.52,0,2023-05-27,206,460,0.0,209,201,0.0,200,365,23269,0.2,215,,True,,0.15,0.0,6.0,153,0,0.0,-1,False,,,,0,378,0,0,,0,4.0,0,0,488,731,0,848,a,306,0.0,1.11
452,Joe Aribo,49,MID,Southampton,0.09,2.35,95,2.20,248,Aribo,0,13340,0.1,10,148.8,1,201,0,0,1035,,140,2.2,0.19,1.8,1.8,3,54.4,0,2.67,157.0,39,491,0,148,1.01,0.28,1,2022-07-09,67,185,0.0,85,101,0.87,65,145,14354,8.0,73,,True,,3.21,0.0,184.0,184,0,0.5,-1,False,,,,2,101,0,27,,0,209.4,0,0,224,312,0,530,a,157,2.3,30.76
453,Adam Armstrong,51,FWD,Southampton,0.04,1.84,25,3.20,175,Armstrong,4,229769,1.1,13,127.6,4,133,0,3,1078,1.0,156,2.6,0.27,1.8,1.8,2,51.5,0,2.12,241.0,41,200,0,149,0.53,0.31,5,2021-08-10,24,245,0.0,22,21,1.09,24,170,283008,8.0,25,,True,,3.73,0.17,240.0,34,1,0.5,-4,False,,,,2,65,0,22,,0,147.6,2,0,169,16029,0,11620,a,43,2.3,25.44
454,Gavin Bazunu,43,GKP,Southampton,0.0,0.0,71,0.00,562,Bazunu,0,2383,0.1,0,0.0,2,0,0,0,0,,573,0.0,0.0,0.0,0.0,0,0.0,0,0.0,104.0,0,451,0,519,0.00,0.0,0,2022-06-17,68,573,0.0,71,60,0.0,51,563,24351,0.0,71,0.0,True,0.0,0.00,0.0,0.0,63,0,0.0,-2,False,Achilles injury - Expected back 15 Feb,,2024-08-23T09:30:06.171400Z,0,538,0,0,,0,0.0,0,0,580,52,0,217,i,32,0.0,0.00
455,Jan Bednarek,40,DEF,Southampton,0.05,1.95,93,0.01,609,Bednarek,4,479623,2.6,15,49.2,0,147,0,0,1340,,187,1.8,0.0,1.2,1.2,2,45.0,0,2.04,172.0,27,120,0,198,0.76,0.05,0,2023-01-23,63,49,0.0,56,81,1.01,113,287,359076,6.8,16,100.0,True,100.0,0.77,0.13,16.0,45,0,0.4,0,False,,,2024-12-06T15:30:08.306281Z,0,337,0,29,,0,386.2,2,0,286,10374,0,14901,a,164,1.7,30.35
456,Armel Bella-Kotchap,39,DEF,Southampton,0.0,0.0,173,0.00,700,Bella-Kotchap,0,52460,0.5,0,0.0,1,0,0,0,0,,494,0.0,0.0,-0.5,-0.5,0,0.0,0,0.0,80.0,0,263,0,425,0.00,0.0,0,2022-06-21,146,494,0.0,171,168,0.0,150,469,43359,0.0,171,,True,,0.00,0.0,0.0,98,0,0.0,-1,False,,,,0,429,0,0,,0,0.0,0,0,503,1256,0,2183,a,233,0.0,0.00
457,James Bree,39,DEF,Southampton,0.08,2.39,158,0.04,690,Bree,0,37937,0.3,3,72.9,1,34,0,0,264,,340,0.8,0.01,0.2,0.2,0,15.5,0,3.13,241.0,5,303,0,320,0.23,0.09,1,2023-01-26,99,350,0.0,113,65,1.02,98,248,25672,1.3,123,100.0,True,100.0,0.27,0.0,23.0,114,0,0.2,-1,False,,,2024-12-19T04:30:08.224477Z,0,305,0,7,,0,60.4,0,0,472,2494,0,1778,a,227,0.7,9.19
458,Shea Charles,45,MID,Southampton,0.0,0.0,259,0.00,399,Charles,0,1091,0.0,0,0.0,0,0,0,0,0,,615,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,572,0,572,0.00,0.0,0,,227,615,0.0,255,257,0.0,251,610,7481,0.0,255,0.0,False,0.0,0.00,0.0,0.0,233,0,0.0,0,False,Has joined Sheffield Wednesday on a season-long loan,,2024-08-29T11:10:39.600629Z,0,592,0,0,,0,0.0,0,0,622,0,0,52,u,242,0.0,0.00
459,Samuel Edozie,49,MID,Southampton,0.21,0.0,234,0.00,276,Edozie,1,463,0.0,0,19.0,1,6,0,0,64,,416,0.5,0.0,0.0,0.0,0,5.1,0,0.44,,1,650,0,660,0.15,0.21,0,,290,441,0.0,199,196,0.0,169,357,2608,0.2,208,0.0,False,0.0,0.15,0.0,22.0,284,0,0.0,-1,False,Loaned to Anderlecht,,2024-09-10T11:28:17.403794Z,0,310,0,0,,0,9.8,0,0,492,0,0,11,u,180,0.0,0.31
460,Ronnie Edwards,39,DEF,Southampton,0.0,7.5,129,0.00,702,Edwards,0,40702,0.3,0,0.1,1,-1,0,0,12,,470,1.0,0.0,-0.3,-0.3,0,0.5,0,2.4,241.0,1,295,0,372,0.00,0.0,0,2024-07-03,122,453,0.0,162,166,0.0,151,457,29487,0.3,158,,True,,0.00,0.0,0.0,111,0,0.1,-1,False,,,,0,431,0,1,,0,5.0,0,0,392,626,0,1741,a,234,0.2,0.32
461,Taylor Harwood-Bellis,41,DEF,Southampton,0.02,1.81,84,1.19,592,Harwood-Bellis,6,774304,8.1,17,118.6,-1,155,0,0,1489,,110,2.0,0.07,1.5,1.5,2,64.1,0,2.04,241.0,36,44,0,174,0.35,0.09,0,2024-07-01,55,43,0.0,24,42,1.03,21,181,903619,8.8,14,100.0,True,100.0,1.54,0.12,126.0,11,0,0.5,1,False,,,2024-11-30T01:00:08.130168Z,1,147,0,30,,0,394.6,2,0,257,18110,0,39782,a,155,2.0,33.81
462,Kamaldeen Sulemana,50,MID,Southampton,0.04,5.29,214,0.02,224,Kamaldeen,0,846,0.0,1,8.6,0,25,0,0,102,,426,1.0,0.02,0.3,0.3,0,3.6,0,4.06,81.0,8,657,0,310,0.04,0.06,1,2023-01-31,156,418,0.0,203,212,0.88,189,403,1201,1.6,195,100.0,True,100.0,0.06,0.0,11.0,287,0,0.2,0,False,,,2024-08-05T15:00:04.500770Z,0,356,0,6,,0,17.8,0,0,453,39,0,57,a,141,0.8,4.60
463,Adam Lallana,50,MID,Southampton,0.14,1.41,173,0.15,188,Lallana,4,3256,0.0,5,81.9,0,65,0,2,319,,323,1.3,0.04,-0.2,-0.2,1,18.0,0,1.64,241.0,13,573,0,362,0.48,0.18,1,2024-06-14,176,325,0.0,160,143,1.41,173,226,5633,2.6,152,100.0,True,100.0,0.63,0.0,21.0,234,0,0.1,0,False,,,2024-11-25T09:30:07.787290Z,0,321,0,5,,0,77.6,0,0,364,55,0,87,a,117,0.3,5.80
464,Juan Larios López,40,DEF,Southampton,0.0,0.0,196,0.00,652,Larios,0,3023,0.1,0,0.0,0,0,0,0,0,,539,0.0,0.0,0.0,0.0,0,0.0,0,0.0,200.0,0,494,0,475,0.00,0.0,0,2022-09-01,175,539,0.0,196,193,0.0,181,519,7780,0.0,196,0.0,True,0.0,0.00,0.0,0.0,178,0,0.0,0,False,Unknown - Expected back 16 Jan,,2024-11-29T12:00:07.896449Z,0,485,0,0,,0,0.0,0,0,546,52,0,187,i,193,0.0,0.00
465,Mateusz Lis,40,GKP,Southampton,0.0,0.0,54,0.00,615,Lis,0,888,0.1,0,0.0,0,0,0,0,0,,511,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,461,0,445,0.00,0.0,0,,48,511,0.0,54,33,0.0,20,489,17950,0.0,54,0.0,False,0.0,0.00,0.0,0.0,65,0,0.0,0,False,Transferred to Göztepe,,2024-08-23T12:38:57.742902Z,0,453,0,0,,0,0.0,0,0,518,0,0,171,u,50,0.0,0.00
466,Joe Lumley,40,GKP,Southampton,0.0,2.33,25,0.00,607,Lumley,0,74221,0.6,3,0.0,0,22,0,0,270,,365,2.7,0.0,0.3,0.3,0,10.2,0,3.13,241.0,8,243,0,285,0.00,0.0,0,2023-08-07,21,294,4.33,27,31,1.0,18,483,38961,2.0,27,,True,,0.00,0.0,0.0,38,0,0.2,0,False,,,,0,446,0,7,,0,102.2,0,0,153,5092,13,4038,a,48,0.8,9.40
467,Ryan Manning,43,DEF,Southampton,0.2,2.43,119,0.14,550,Manning,1,2744,0.1,9,193.6,2,57,0,1,668,,225,1.3,0.02,0.2,0.2,0,36.4,0,2.7,104.0,14,499,0,321,1.48,0.22,1,2023-07-12,100,270,0.0,68,25,1.21,78,114,6587,3.3,101,,True,,1.62,0.0,45.0,180,0,0.2,-2,False,,,,0,261,0,18,1.0,0,126.8,0,0,357,79,0,195,a,124,0.7,20.02
468,Sékou Mara,50,FWD,Southampton,0.0,0.0,72,0.00,221,Mara,0,782,0.0,0,0.0,0,0,0,0,0,,692,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,571,0,677,0.00,0.0,0,,67,692,0.0,71,71,0.0,71,689,8163,0.0,71,0.0,False,0.0,0.00,0.0,0.0,71,0,0.0,0,False,Transferred to Strasbourg,,2024-08-26T10:17:11.280625Z,0,684,0,0,,0,0.0,0,0,693,0,0,25,u,49,0.0,0.00
469,Alex McCarthy,43,GKP,Southampton,0.0,2.5,30,0.00,531,McCarthy,0,16707,0.1,4,0.0,2,25,0,0,360,,347,2.5,0.0,-0.3,-0.3,0,12.7,0,2.07,241.0,10,405,0,385,0.00,0.0,0,2016-08-01,30,271,4.75,26,56,1.0,44,556,24358,2.3,26,,True,,0.00,0.0,0.0,59,0,0.0,-2,False,,,,0,526,0,10,,0,126.6,0,0,178,115,19,423,a,25,0.2,8.29
470,Paul Onuachu,49,FWD,Southampton,0.01,2.38,41,0.92,242,Onuachu,1,37199,0.2,3,34.6,1,17,0,0,265,,335,1.1,0.31,0.3,0.3,0,16.3,0,2.3,157.0,10,345,0,305,0.04,0.32,2,2023-01-31,33,416,0.0,36,36,1.02,34,314,33073,2.0,39,100.0,True,100.0,0.96,0.0,112.0,57,0,0.2,-1,False,,,2024-11-25T09:30:07.798801Z,0,166,0,7,,0,18.0,0,0,386,2384,0,1787,a,53,0.8,6.78
471,Will Smallbone,50,MID,Southampton,0.2,1.88,158,0.31,205,Smallbone,0,1917,0.0,3,57.1,0,31,0,0,240,,358,1.5,0.12,-0.4,-0.4,0,11.1,0,1.85,104.0,6,604,0,670,0.54,0.32,0,2019-07-22,298,403,0.0,176,169,1.12,157,270,6083,1.2,190,75.0,True,75.0,0.85,0.0,32.0,258,0,0.0,0,False,Lack of match fitness - 75% chance of playing,1.0,2024-10-20T11:00:06.361543Z,0,287,0,5,2.0,0,22.6,0,0,340,14,0,38,d,128,0.0,4.93
472,Jack Stephens,40,DEF,Southampton,0.02,2.27,133,0.28,599,Stephens,2,118740,0.5,10,51.5,0,39,0,0,793,,310,1.0,0.03,0.0,0.0,2,19.6,0,2.17,241.0,10,258,0,709,0.20,0.05,0,2011-07-01,239,269,0.0,102,80,1.13,111,284,109275,2.5,100,0.0,True,0.0,0.48,0.11,17.0,95,0,-0.2,0,False,Knock - Expected back 16 Jan,,2024-12-27T02:00:09.866125Z,0,333,2,20,,0,127.2,1,0,397,83,0,4537,i,157,-0.7,19.16
473,Ross Stewart,44,FWD,Southampton,0.01,1.38,50,0.17,498,Stewart,1,678289,2.2,1,6.7,1,5,0,0,130,,445,0.8,0.12,0.0,0.0,0,2.1,0,1.77,243.0,3,133,0,530,0.02,0.13,0,2023-09-01,45,450,0.0,46,46,0.69,45,407,528960,0.7,43,0.0,True,0.0,0.19,0.0,9.0,21,0,0.0,-1,False,Muscle injury - Expected back 16 Jan,,2024-10-05T18:00:07.268831Z,0,360,0,2,,0,5.8,0,0,477,25237,0,27197,i,78,0.0,2.56
474,Sugawara Yukinari,43,DEF,Southampton,0.16,1.94,67,0.37,553,Sugawara,3,31827,0.2,11,223.3,2,141,0,1,930,,152,2.2,0.04,0.8,0.8,0,51.6,0,2.11,108.0,35,376,1,226,1.70,0.2,0,2024-07-14,74,174,0.0,40,19,1.06,61,97,36351,8.1,67,100.0,True,100.0,2.07,0.19,73.0,132,0,0.3,-2,False,,2.0,2024-10-20T11:00:06.390070Z,1,223,0,20,,0,221.0,2,0,220,165,0,889,a,126,1.3,21.82
475,Charlie Taylor,39,DEF,Southampton,0.04,2.48,127,0.00,684,Taylor,1,387028,4.8,2,25.4,1,30,0,0,218,,369,1.0,0.0,-0.3,-0.3,0,9.7,0,1.82,241.0,6,82,0,371,0.09,0.04,0,2024-07-01,121,341,0.0,124,108,0.83,138,335,432406,1.5,120,,True,,0.09,0.0,2.0,29,0,0.1,-1,False,,,,0,402,0,6,,0,68.6,0,0,390,11783,0,21687,a,223,0.2,4.40
476,Kyle Walker-Peters,43,DEF,Southampton,0.11,2.09,66,0.31,545,Walker-Peters,3,34825,0.3,17,214.8,2,182,0,2,1510,,106,2.2,0.02,1.8,1.8,3,66.7,0,2.37,241.0,37,298,0,143,1.85,0.13,1,2020-08-11,41,104,0.0,21,20,1.01,12,99,51082,8.6,39,100.0,True,100.0,2.15,0.12,151.0,112,0,0.5,-2,False,,,2024-12-20T17:00:08.649440Z,0,123,0,35,,0,301.4,2,0,219,1441,0,1712,a,120,2.3,39.73
477,Nathan Wood-Gordon,40,DEF,Southampton,0.01,1.89,83,0.23,623,Wood,2,113499,1.4,5,16.7,0,51,0,0,525,,350,2.0,0.04,1.5,1.5,2,12.0,0,2.37,241.0,12,181,0,172,0.03,0.05,1,2024-07-05,53,316,0.0,117,122,0.86,117,363,111238,3.0,112,,True,,0.26,0.17,14.0,72,0,0.5,0,False,,,,0,342,0,11,,0,87.8,1,0,255,5168,0,5280,a,175,2.0,13.81
515,Maxwel Cornet,47,MID,Southampton,0.0,5.07,233,0.16,324,Cornet,1,2228,0.0,1,3.5,3,12,0,0,71,,444,0.5,0.2,-0.5,-0.5,0,2.2,0,2.27,54.0,1,591,0,630,0.00,0.2,0,2024-08-30,271,433,0.0,212,214,1.27,197,416,4180,0.2,202,100.0,True,100.0,0.16,0.0,7.0,248,0,0.0,-3,False,,,2024-12-21T21:30:08.763721Z,0,370,0,4,,0,11.6,0,0,491,49,0,70,a,210,0.0,1.79
518,Flynn Downes,48,MID,Southampton,0.07,1.97,112,0.60,302,Downes,7,6683,0.0,16,225.0,2,206,0,0,1369,,149,2.0,0.04,0.7,0.5,0,52.2,0,2.08,241.0,32,524,0,247,1.13,0.11,0,2024-07-16,118,198,0.0,89,71,1.05,106,94,9026,6.7,79,100.0,True,75.0,1.73,0.13,102.0,205,0,0.3,-2,False,Leg injury - 75% chance of playing,,2024-12-30T09:30:07.198312Z,1,176,0,30,,0,193.8,2,0,263,47,0,568,d,199,1.2,31.59
584,Ben Brereton Díaz,49,MID,Southampton,0.03,2.02,171,0.90,255,Brereton Díaz,1,22582,0.2,4,63.6,6,43,0,0,446,,331,1.3,0.18,-0.2,-0.2,0,16.8,0,2.31,44.0,13,398,0,360,0.15,0.21,0,2024-07-30,175,408,0.0,164,163,0.81,119,259,80374,2.7,192,,True,,1.05,0.0,81.0,139,0,0.1,-6,False,,,,0,203,0,10,,0,21.8,0,0,362,46,0,290,a,164,0.3,11.43
608,Tyler Dibling,45,MID,Southampton,0.09,2.18,103,1.85,421,Dibling,5,678448,2.5,12,225.6,0,147,0,0,1073,,127,2.1,0.16,1.8,1.8,4,59.6,0,2.17,241.0,38,121,1,146,1.06,0.25,8,2023-08-07,66,214,0.0,75,70,1.01,59,93,432418,8.4,89,100.0,True,100.0,2.91,0.08,191.0,39,0,0.5,0,False,,,2024-11-30T01:00:08.409547Z,2,93,0,26,4.0,0,179.8,1,0,241,41276,0,16780,a,254,2.3,25.84
623,Mateus Gonçalo Espanha Fernandes,50,MID,Southampton,0.12,1.93,99,1.96,232,M.Fernandes,5,9283,0.0,16,306.2,0,216,0,1,1398,,82,2.2,0.13,1.3,0.0,0,75.3,0,2.29,173.0,40,549,0,193,1.83,0.25,1,2024-08-20,89,167,0.0,52,44,1.03,50,57,7633,8.0,66,,True,0.0,3.79,0.19,217.0,218,0,0.4,0,False,Suspended until 16 Jan,3.0,2024-12-30T09:30:07.304371Z,1,79,0,30,3.0,0,229.0,3,0,228,65,0,1032,s,148,1.8,35.58
693,Joseph O'Brien-Whitmarsh,45,MID,Southampton,0.0,0.0,284,0.00,447,O'Brien-Whitmarsh,0,564,0.0,0,0.0,0,0,0,0,0,,647,0.0,0.0,-0.5,-0.5,0,0.0,0,0.0,104.0,0,691,0,608,0.00,0.0,0,2024-08-27,256,647,0.0,281,282,0.0,277,642,382,0.0,281,,True,,0.00,0.0,0.0,308,0,0.0,0,False,,,,0,627,0,0,,0,0.0,0,0,653,42,0,48,a,277,0.0,0.00
82,Dominic Solanke-Mitchell,75,FWD,Spurs,0.06,1.59,10,7.72,17,Solanke,0,2471448,9.2,16,166.6,0,292,0,5,1418,,38,4.6,0.49,4.8,4.8,3,103.0,0,1.66,241.0,74,40,1,44,0.96,0.55,2,2024-08-10,7,65,0.0,8,14,1.02,7,134,4269421,9.9,8,100.0,True,100.0,8.68,0.19,512.0,10,0,0.6,0,False,,,2024-12-02T00:00:07.868049Z,6,15,0,25,,0,352.8,3,0,30,37006,0,112730,a,6,4.3,26.09
478,Ashley Phillips,40,DEF,Spurs,0.0,0.0,202,0.00,663,A.Phillips,0,8361,0.2,0,0.0,0,0,0,0,0,,546,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,375,0,483,0.00,0.0,0,,182,546,0.0,202,200,0.0,189,527,42185,0.0,202,0.0,False,0.0,0.00,0.0,0.0,131,0,0.0,0,False,Loaned to Stoke City,,2024-08-26T10:10:07.966773Z,0,494,0,0,,0,0.0,0,0,553,0,0,285,u,203,0.0,0.00
479,Brandon Austin,40,GKP,Spurs,0.0,0.0,55,0.00,617,Austin,0,30291,0.5,0,0.0,0,0,0,0,0,,513,0.0,0.0,0.5,0.5,0,0.0,0,0.0,241.0,0,264,0,447,0.00,0.0,0,2017-07-22,49,513,0.0,55,34,0.0,21,491,31095,0.0,55,,True,,0.00,0.0,0.0,42,0,0.0,0,False,,,,0,455,0,0,,0,0.0,0,0,520,635,0,1336,a,51,0.0,0.00
480,Rodrigo Bentancur,49,MID,Spurs,0.06,1.58,96,0.82,252,Bentancur,5,20235,0.1,9,75.9,1,139,0,0,685,,245,2.2,0.11,1.8,0.0,1,31.2,0,1.28,230.0,27,429,0,230,0.46,0.17,6,2022-01-31,109,243,0.0,124,153,1.18,113,242,36968,5.5,104,100.0,True,0.0,1.28,0.13,86.0,154,0,0.3,-1,False,Suspended until 15 Jan,,2024-12-30T09:30:07.124510Z,2,194,0,12,,0,149.4,1,0,225,543,0,717,s,161,1.3,9.76
481,Lucas Bergvall,44,MID,Spurs,0.15,1.22,191,0.08,524,Bergvall,2,147557,0.8,1,65.8,1,54,0,0,221,,346,1.0,0.03,1.3,1.3,0,13.5,0,1.96,206.0,12,222,0,291,0.38,0.18,0,2024-07-01,142,353,0.0,169,159,0.41,185,255,155052,2.7,165,100.0,True,100.0,0.46,0.41,12.0,66,0,0.2,-1,False,,,2024-10-16T12:30:07.550630Z,0,350,0,3,,0,58.0,1,0,421,4519,0,6556,a,314,0.8,4.82
482,Yves Bissouma,49,MID,Spurs,0.04,1.62,82,0.37,259,Bissouma,5,89977,0.3,10,87.6,1,178,0,0,889,,246,2.4,0.04,1.7,1.7,4,31.2,0,1.75,132.0,36,313,1,250,0.37,0.08,2,2022-06-17,121,204,0.0,125,138,1.01,156,218,88085,7.3,83,100.0,True,100.0,0.74,0.2,32.0,99,0,0.2,-1,False,,,2024-12-09T09:30:06.664766Z,2,286,0,16,,0,190.0,2,0,200,921,0,1368,a,167,1.2,17.31
483,Bryan Gil Salvatierra,50,MID,Spurs,0.0,0.0,308,0.00,215,Bryan,0,0,0.0,0,0.0,0,0,0,0,0,,688,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,704,0,673,0.00,0.0,0,,301,688,0.0,308,307,0.0,305,685,148,0.0,308,0.0,False,0.0,0.00,0.0,0.0,317,0,0.0,0,False,On loan to Girona for the season,,2024-07-31T11:08:25.895794Z,0,680,0,0,,0,0.0,0,0,689,0,0,0,u,135,0.0,0.00
484,Ben Davies,43,DEF,Spurs,0.01,0.67,49,0.00,542,Davies,1,11944,0.1,3,2.5,2,51,0,0,270,,383,2.5,0.0,0.0,0.0,0,7.8,0,1.71,244.0,10,406,0,387,0.03,0.01,0,2014-07-23,135,334,0.0,127,152,1.0,144,425,25056,2.3,118,0.0,True,0.0,0.03,0.33,2.0,145,0,0.0,-2,False,Hamstring injury - Expected back 15 Jan,,2024-12-06T10:30:08.078300Z,0,408,0,2,,0,72.6,1,0,179,20,0,490,i,118,0.2,5.14
485,Alfie Devine,45,MID,Spurs,0.0,0.0,267,0.00,419,Devine,0,4716,0.1,0,0.0,0,0,0,0,0,,627,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,521,0,585,0.00,0.0,0,,236,627,0.0,263,265,0.0,259,623,12375,0.0,263,0.0,False,0.0,0.00,0.0,0.0,204,0,0.0,0,False,Loaned to Westerlo,,2024-09-10T11:37:22.522366Z,0,607,0,0,,0,0.0,0,0,634,0,0,85,u,252,0.0,0.00
486,Radu Drăgușin,43,DEF,Spurs,0.01,1.84,96,0.10,564,Dragusin,1,48683,0.3,10,22.3,2,86,0,0,980,,279,1.8,0.01,1.5,2.0,0,24.8,0,2.02,177.0,22,307,0,208,0.09,0.02,1,2024-01-11,66,207,0.0,88,115,0.92,83,348,43967,5.1,80,75.0,True,100.0,0.19,0.18,37.0,117,0,0.3,-2,False,,,2024-12-27T02:30:09.769805Z,0,275,0,20,,0,188.6,2,0,290,1369,0,3550,a,135,1.5,22.04
487,Emerson Leite de Souza Junior,45,DEF,Spurs,0.0,0.0,235,0.00,382,E.Royal,0,0,0.0,0,0.0,0,0,0,0,0,,602,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,652,0,559,0.00,0.0,0,,225,602,0.0,235,235,0.0,230,597,2655,0.0,235,0.0,False,0.0,0.00,0.0,0.0,222,0,0.0,0,False,Transferred to AC Milan,,2024-08-13T07:06:12.490889Z,0,579,0,0,,0,0.0,0,0,609,0,0,8,u,73,0.0,0.00
488,Fraser Forster,43,GKP,Spurs,0.0,2.14,26,0.00,528,Forster,0,97726,0.8,7,0.0,2,64,0,0,630,,292,2.7,0.0,3.2,3.2,0,22.2,0,2.11,241.0,19,228,0,114,0.00,0.0,1,2022-06-10,10,173,4.14,21,55,1.0,43,554,46189,4.4,21,,True,,0.00,0.14,0.0,33,0,0.6,-2,False,,,,0,524,0,15,,0,221.0,1,0,154,6835,29,7786,a,24,2.7,14.80
489,Archie Gray,46,MID,Spurs,0.01,1.93,153,0.03,355,Gray,0,23717,0.2,5,12.3,4,100,0,0,513,,354,1.5,0.01,2.5,2.5,0,11.8,0,2.02,241.0,18,350,0,177,0.05,0.02,2,2024-07-02,80,297,0.0,172,207,0.88,196,381,30531,3.9,134,100.0,True,100.0,0.08,0.18,7.0,115,0,0.4,-4,False,,,2024-12-02T00:00:08.747842Z,0,369,0,11,,0,99.8,1,0,334,2887,0,1716,a,226,2.0,11.52
